@relation TechnoGym-weka.filters.unsupervised.attribute.Remove-R10-11

@attribute started_startofweekdate date dd/MM/yyyy
@attribute id_user numeric
@attribute id_facility numeric
@attribute count_session numeric
@attribute count_step numeric
@attribute count_physicalactivity numeric
@attribute sum_assignedmove numeric
@attribute sum_performedduration numeric
@attribute sum_performedweight numeric
@attribute avg_session_length numeric
@attribute pa_compliance numeric
@attribute muscle_compliance numeric
@attribute execise_quality_compliance numeric
@attribute month numeric
@attribute user_sex {M,F}
@attribute user_age numeric
@attribute facility_nation {IT}
@attribute facility_hasunity {true,false}
@attribute facility_hasartis {true,false}
@attribute WeeksSinceLastSession numeric
@attribute WeeksToNextSession numeric
@attribute weeks_since_membership numeric
@attribute id_membership numeric
@attribute cum_count_session numeric
@attribute weeks_to_drop numeric
@attribute count_session_rolling_sum2 numeric
@attribute count_session_rolling_sum8 numeric
@attribute rolling_frequency2 numeric
@attribute pa_compliance_rolling_avg2 numeric
@attribute pa_compliance_rolling_avg8 numeric
@attribute muscle_compliance_rolling_avg2 numeric
@attribute muscle_compliance_rolling_avg8 numeric
@attribute DropFlag {FALSE,TRUE}

@data
12/05/2014,20481,2102,3,81,21,2394,6838,385,5472,0.79655,0.771609,0.773764,5,F,39,IT,true,false,1,1,20,448367,69,4,8,30,4,0.723692,0.810766,0.700265,0.815998,FALSE
19/05/2014,20481,2102,3,68,20,2211,7751,270,6293,0.630197,0.603848,0.547874,5,F,39,IT,true,false,1,1,21,448367,72,4,6,30,3,0.713373,0.773736,0.687729,0.771927,FALSE
26/05/2014,20481,2102,5,130,34,3929,8448,476.25,4666,0.550659,0.535919,0.588356,5,F,39,IT,true,false,1,1,22,448367,77,4,8,31,4,0.590428,0.721383,0.569884,0.716183,FALSE
02/06/2014,20481,2102,3,68,20,2211,6961,270,5618,0.535292,0.550302,0.538949,6,F,39,IT,true,false,1,1,23,448367,80,4,8,31,4,0.542975,0.673939,0.54311,0.665969,FALSE
09/06/2014,20481,2102,4,101,29,3070,7351,142.5,3641,0.278363,0.243618,0.252401,6,F,39,IT,true,false,1,1,24,448367,84,4,7,29,3.5,0.406827,0.633974,0.39696,0.620446,FALSE
16/06/2014,20481,2102,5,121,37,3746,9606,213.75,3689,0.136211,0.225194,0.238471,6,F,39,IT,true,false,1,1,25,448367,89,4,9,32,4.5,0.207287,0.562709,0.234406,0.563588,FALSE
23/06/2014,20481,2102,4,103,31,3070,9465,0,2816,0.164627,0.083129,0.195008,6,F,39,IT,true,false,1,1,26,448367,93,4,9,32,4.5,0.150419,0.467841,0.154161,0.455317,FALSE
30/06/2014,20481,2102,3,86,26,2394,9655,112.5,4395,0.199547,0.182999,0.148518,6,F,39,IT,true,false,1,1,27,448367,96,4,7,30,3.5,0.182087,0.411431,0.133064,0.399577,FALSE
07/07/2014,20481,2102,3,70,22,2211,7192,22.5,2655,0.081337,0.091915,0.183546,7,F,39,IT,true,false,1,1,28,448367,99,4,6,30,3,0.140442,0.322029,0.137457,0.314616,FALSE
14/07/2014,20481,2102,2,52,16,1535,5407,195,5689,0.21359,0.437945,0.347321,7,F,39,IT,true,false,1,1,29,448367,101,3,5,29,2.5,0.147464,0.269953,0.26493,0.293878,FALSE
21/07/2014,20481,2102,2,53,17,1535,5507,75,4305,0.071029,0.212503,0.238406,7,F,39,IT,true,false,1,1,30,448367,103,2,4,26,2,0.14231,0.209999,0.325224,0.253451,FALSE
28/07/2014,20481,2102,2,51,15,1535,2348,0,2348,0,0,0.041201,7,F,39,IT,true,false,1,?,31,448367,105,1,4,25,2,0.035514,0.143088,0.106252,0.184663,TRUE
15/09/2014,20481,2102,1,32,8,859,0,0,0,0,0,0,9,F,39,IT,true,false,?,?,1,448368,1,1,1,1,1,0,0,0,0,TRUE
12/01/2015,20641,3701,2,66,20,1726,628,0,5662,0.036529,0.045661,0.121763,1,M,31,IT,true,true,?,?,1,825574,2,1,2,2,2,0.036529,0.036529,0.045661,0.045661,TRUE
02/02/2015,20756,3785,2,34,16,1432,5296,145,3222,0.832374,0.924851,0.85848,2,M,19,IT,true,false,?,1,1,841340,2,4,2,2,2,0.832374,0.832374,0.924851,0.924851,FALSE
09/02/2015,20756,3785,2,34,16,1432,6541,145,2778,0.951792,0.978238,0.959665,2,M,19,IT,true,false,1,1,2,841340,4,4,4,4,2,0.892083,0.892083,0.951544,0.951544,FALSE
16/02/2015,20756,3785,2,34,16,1432,5757,125,2714,0.848084,0.895287,0.89109,2,M,19,IT,true,false,1,1,3,841340,6,4,4,6,2,0.899938,0.877417,0.936762,0.932792,FALSE
23/02/2015,20756,3785,2,34,16,1432,5703,135,2560,0.874539,0.916984,0.89992,2,M,19,IT,true,false,1,1,4,841340,8,4,4,8,2,0.861311,0.876697,0.906136,0.92884,FALSE
02/03/2015,20756,3785,2,34,16,1432,5991,163.75,3005,0.855699,0.922235,0.898896,3,M,19,IT,true,false,1,1,5,841340,10,4,4,10,2,0.865119,0.872497,0.91961,0.927519,FALSE
09/03/2015,20756,3785,2,52,20,1952,5795,515.75,4006,0.932127,0.936041,0.913938,3,M,19,IT,true,false,1,1,6,841340,12,4,4,12,2,0.893913,0.882436,0.929138,0.928939,FALSE
16/03/2015,20756,3785,3,75,30,2826,5472,546,4104,0.600187,0.59785,0.58733,3,M,19,IT,true,false,1,1,7,841340,15,4,5,15,2.5,0.766157,0.842114,0.766946,0.881641,FALSE
23/03/2015,20756,3785,2,50,21,1850,6299,500.25,3982,0.869061,0.914149,0.919152,3,M,19,IT,true,false,1,1,8,841340,17,4,5,17,2.5,0.734624,0.845483,0.756,0.885705,FALSE
30/03/2015,20756,3785,1,23,10,874,3038,258,3555,0.959076,0.951198,0.967218,3,M,19,IT,true,false,1,1,9,841340,18,4,3,16,1.5,0.914068,0.86132,0.932674,0.888998,FALSE
06/04/2015,20756,3785,1,26,10,976,2928,269.75,3281,0.955056,0.95588,0.91999,4,M,19,IT,true,false,1,1,10,841340,19,4,2,15,1,0.957066,0.861728,0.953539,0.886203,FALSE
13/04/2015,20756,3785,3,72,30,2724,8684,813.25,3446,0.948274,0.941393,0.936069,4,M,19,IT,true,false,1,1,11,841340,22,4,4,16,2,0.951665,0.874252,0.948636,0.891966,FALSE
20/04/2015,20756,3785,2,49,20,1850,5658,535.25,3589,0.95695,0.953394,0.925153,4,M,19,IT,true,false,1,1,12,841340,24,4,5,16,2.5,0.952612,0.884554,0.947393,0.896518,FALSE
27/04/2015,20756,3785,1,26,10,976,2894,249.75,3671,0.930188,0.934209,0.909855,4,M,19,IT,true,false,1,2,13,841340,25,4,3,15,1.5,0.943569,0.893865,0.943802,0.898014,FALSE
04/05/2015,20756,3785,0,0,0,?,0,0,0,0,0,0,4,M,19,IT,true,false,?,?,14,841340,25,4,1,13,0.5,0.465094,0.777349,0.467105,0.781009,FALSE
11/05/2015,20756,3785,4,95,40,3598,8423,753.25,3200,0.701576,0.693847,0.686278,5,M,19,IT,true,false,2,4,15,841340,29,4,4,14,2,0.350788,0.790023,0.346923,0.793009,FALSE
18/05/2015,20756,3785,0,0,0,?,0,0,0,0,0,0,5,M,19,IT,true,false,?,?,16,841340,29,4,4,12,2,0.350788,0.68139,0.346923,0.67874,FALSE
25/05/2015,20756,3785,0,0,0,?,0,0,0,0,0,0,5,M,19,IT,true,false,?,?,17,841340,29,3,0,11,0,0,0.561505,0,0.55984,FALSE
01/06/2015,20756,3785,0,0,0,?,0,0,0,0,0,0,5,M,19,IT,true,false,?,?,18,841340,29,2,0,10,0,0,0.442124,0,0.440355,FALSE
08/06/2015,20756,3785,2,52,20,1804,6936,139.5,4361,0.956746,0.958803,0.939222,6,M,19,IT,true,false,4,?,19,841340,31,1,2,9,1,0.478373,0.443182,0.479401,0.442532,TRUE
31/08/2015,20891,2877,1,22,7,532,2129,298,2508,0.929407,0.909964,0.97344,8,M,49,IT,true,true,?,4,1,623289,1,4,1,1,1,0.929407,0.929407,0.909964,0.909964,FALSE
07/09/2015,20891,2877,0,0,0,?,0,0,0,0,0,0,8,M,49,IT,true,true,?,?,2,623289,1,4,1,1,0.5,0.464704,0.464704,0.454982,0.454982,FALSE
14/09/2015,20891,2877,0,0,0,?,0,0,0,0,0,0,8,M,49,IT,true,true,?,?,3,623289,1,3,0,1,0,0,0.309802,0,0.303321,FALSE
21/09/2015,20891,2877,0,0,0,?,0,0,0,0,0,0,8,M,49,IT,true,true,?,?,4,623289,1,2,0,1,0,0,0.232352,0,0.227491,FALSE
28/09/2015,20891,2877,1,21,7,532,0,0,0,0,0,0,9,M,49,IT,true,true,4,?,5,623289,2,1,1,2,0.5,0,0.185881,0,0.181993,TRUE
01/09/2014,20924,3785,2,40,20,1888,4758,350,4864,0.807304,0.865373,0.801458,9,F,30,IT,true,false,?,2,1,841341,2,4,2,2,2,0.807304,0.807304,0.865373,0.865373,FALSE
08/09/2014,20924,3785,0,0,0,?,0,0,0,0,0,0,9,F,30,IT,true,false,?,?,2,841341,2,4,2,2,1,0.403652,0.403652,0.432686,0.432686,FALSE
15/09/2014,20924,3785,1,21,11,944,1344,85,1976,0.301026,0.215048,0.398241,9,F,30,IT,true,false,2,2,3,841341,3,4,1,3,0.5,0.150513,0.369443,0.107524,0.36014,FALSE
22/09/2014,20924,3785,0,0,0,?,0,0,0,0,0,0,9,F,30,IT,true,false,?,?,4,841341,3,4,1,3,0.5,0.150513,0.277082,0.107524,0.270105,FALSE
29/09/2014,20924,3785,1,20,10,944,1910,145,4331,0.496528,0.534776,0.650333,9,F,30,IT,true,false,2,1,5,841341,4,4,1,4,0.5,0.248264,0.320972,0.267388,0.323039,FALSE
06/10/2014,20924,3785,1,20,10,944,1785,157.5,5175,0.578891,0.46961,0.444998,10,F,30,IT,true,false,1,1,6,841341,5,4,2,5,1,0.53771,0.363958,0.502193,0.347468,FALSE
13/10/2014,20924,3785,1,20,10,944,372,0,442,0.049189,0.044717,0.088694,10,F,30,IT,true,false,1,4,7,841341,6,4,2,6,1,0.31404,0.318991,0.257164,0.304218,FALSE
20/10/2014,20924,3785,0,0,0,?,0,0,0,0,0,0,10,F,30,IT,true,false,?,?,8,841341,6,4,1,6,0.5,0.024595,0.279117,0.022359,0.266191,FALSE
27/10/2014,20924,3785,0,0,0,?,0,0,0,0,0,0,10,F,30,IT,true,false,?,?,9,841341,6,4,0,4,0,0,0.178204,0,0.158019,FALSE
03/11/2014,20924,3785,0,0,0,?,0,0,0,0,0,0,10,F,30,IT,true,false,?,?,10,841341,6,4,0,4,0,0,0.178204,0,0.158019,FALSE
10/11/2014,20924,3785,1,27,11,810,1611,30,2330,0.42274,0.390098,0.698493,11,F,30,IT,true,false,4,1,11,841341,7,4,1,4,0.5,0.21137,0.193419,0.195049,0.1799,FALSE
17/11/2014,20924,3785,1,4,4,755,0,0,0,0,0,0,11,F,30,IT,true,false,1,1,12,841341,8,3,2,5,1,0.21137,0.193419,0.195049,0.1799,FALSE
24/11/2014,20924,3785,1,27,11,810,231,15,2684,0.084233,0.066183,0.05599,11,F,30,IT,true,false,1,1,13,841341,9,2,2,5,1,0.042116,0.141882,0.033091,0.121326,FALSE
01/12/2014,20924,3785,1,4,4,755,0,0,0,0,0,0,12,F,30,IT,true,false,1,?,14,841341,10,1,2,5,1,0.042116,0.06952,0.033091,0.062625,TRUE
06/04/2015,20924,3785,2,52,20,1555,2357,45,1760,0.316907,0.25226,0.509883,4,F,30,IT,true,false,?,1,1,841342,2,2,2,2,2,0.316907,0.316907,0.25226,0.25226,FALSE
13/04/2015,20924,3785,1,24,10,683,0,0,0,0,0,0,4,F,30,IT,true,false,1,?,2,841342,3,1,3,3,1.5,0.158454,0.158454,0.12613,0.12613,TRUE
13/10/2014,20958,4582,1,32,12,2330,0,0,0,0,0,0,10,F,29,IT,true,true,?,?,1,1038978,1,1,1,1,1,0,0,0,0,TRUE
23/02/2015,20958,4582,1,31,13,1747,1371,172.5,1980,0.255322,0.258193,0.224789,2,F,29,IT,true,true,?,1,1,1038979,1,4,1,1,1,0.255322,0.255322,0.258193,0.258193,FALSE
02/03/2015,20958,4582,2,64,26,3522,4964,181,2349,0.419422,0.394352,0.474935,3,F,29,IT,true,true,1,1,2,1038979,3,4,3,3,1.5,0.337372,0.337372,0.326273,0.326273,FALSE
09/03/2015,20958,4582,2,68,26,3550,8206,616,4862,0.62408,0.553867,0.67104,3,F,29,IT,true,true,1,1,3,1038979,5,4,4,5,2,0.521751,0.432941,0.47411,0.402137,FALSE
16/03/2015,20958,4582,1,31,13,1775,3849,172.5,4444,0.643406,0.596323,0.516641,3,F,29,IT,true,true,1,1,4,1038979,6,4,3,6,1.5,0.633743,0.485557,0.575095,0.450684,FALSE
23/03/2015,20958,4582,1,33,13,1775,4589,247.5,5684,0.774304,0.684994,0.627968,3,F,29,IT,true,true,1,2,5,1038979,7,4,2,7,1,0.708855,0.543307,0.640658,0.497546,FALSE
30/03/2015,20958,4582,0,0,0,?,0,0,0,0,0,0,3,F,29,IT,true,true,?,?,6,1038979,7,4,1,7,0.5,0.387152,0.452756,0.342497,0.414621,FALSE
06/04/2015,20958,4582,2,63,26,3550,7080,350,4278,0.553137,0.480656,0.461616,4,F,29,IT,true,true,2,1,7,1038979,9,4,2,9,1,0.276568,0.467096,0.240328,0.424055,FALSE
13/04/2015,20958,4582,1,33,13,1775,3927,305,4394,0.698627,0.708696,0.552363,4,F,29,IT,true,true,1,1,8,1038979,10,4,3,10,1.5,0.625882,0.496037,0.594676,0.459635,FALSE
20/04/2015,20958,4582,1,31,13,1775,4232,235,5213,0.761402,0.731489,0.573125,4,F,29,IT,true,true,1,2,9,1038979,11,4,2,10,1,0.730015,0.559297,0.720092,0.518797,FALSE
27/04/2015,20958,4582,0,0,0,?,0,0,0,0,0,0,4,F,29,IT,true,true,?,?,10,1038979,11,3,1,8,0.5,0.380701,0.50687,0.365744,0.469503,FALSE
04/05/2015,20958,4582,2,67,24,3638,7227,227.5,4382,0.586538,0.428103,0.475444,5,F,29,IT,true,true,2,1,11,1038979,13,2,2,8,1,0.293269,0.502177,0.214051,0.453782,FALSE
11/05/2015,20958,4582,1,31,12,1819,3752,75,4155,0.623682,0.46861,0.477913,5,F,29,IT,true,true,1,?,12,1038979,14,1,3,8,1.5,0.60511,0.499711,0.448356,0.437818,TRUE
14/09/2015,20995,2156,1,26,10,765,2688,240.75,1189,0.896319,0.920857,0.63941,9,M,29,IT,true,false,?,1,1,459468,1,3,1,1,1,0.896319,0.896319,0.920857,0.920857,FALSE
21/09/2015,20995,2156,1,27,9,747,3456,256.5,3000,0.995763,0.996153,0.994539,9,M,29,IT,true,false,1,1,2,459468,2,2,2,2,1,0.946041,0.946041,0.958505,0.958505,FALSE
28/09/2015,20995,2156,1,27,9,681,3312,382.5,2038,0.885241,0.815095,0.88555,9,M,29,IT,true,false,1,?,3,459468,3,1,2,3,1,0.940502,0.925774,0.905624,0.910702,TRUE
09/02/2015,21004,3957,2,75,23,2118,6690,510.25,7323,0.677149,0.662137,0.766754,2,M,17,IT,true,true,?,?,1,884337,2,1,2,2,2,0.677149,0.677149,0.662137,0.662137,TRUE
23/03/2015,21004,3957,3,112,34,3198,4668,649.5,4629,0.34107,0.402656,0.454717,3,M,17,IT,true,true,?,1,1,884338,3,2,3,3,3,0.34107,0.34107,0.402656,0.402656,FALSE
30/03/2015,21004,3957,1,37,11,1080,0,0,0,0,0,0,3,M,17,IT,true,true,1,?,2,884338,4,1,4,4,2,0.170535,0.170535,0.201328,0.201328,TRUE
25/05/2015,21004,3957,1,37,12,820,2436,360.5,2917,0.415608,0.378665,0.60083,5,M,17,IT,true,true,?,?,1,884339,1,1,1,1,1,0.415608,0.415608,0.378665,0.378665,TRUE
30/03/2015,21006,3582,4,140,41,4212,9528,1304,3227,0.748095,0.748624,0.749321,3,M,48,IT,true,true,?,1,1,793148,4,4,4,4,4,0.748095,0.748095,0.748624,0.748624,FALSE
06/04/2015,21006,3582,3,106,31,3185,9528,1304,48,0.99746,0.998165,0.999094,4,M,48,IT,true,true,1,1,2,793148,7,3,7,7,3.5,0.872777,0.872777,0.873395,0.873395,FALSE
13/04/2015,21006,3582,3,106,31,3185,9528,1304,44,0.99746,0.998165,0.999094,4,M,48,IT,true,true,1,1,3,793148,10,2,6,10,3,0.99746,0.914338,0.998165,0.914985,FALSE
20/04/2015,21006,3582,3,106,31,3185,9528,1304,34,0.99746,0.998165,0.999094,4,M,48,IT,true,true,1,?,4,793148,13,1,6,13,3,0.99746,0.935118,0.998165,0.93578,TRUE
27/01/2014,21008,89,2,35,15,1490,5474,218.5,4876,0.816519,0.778982,0.729308,1,F,31,IT,true,false,2,2,4,12960,7,4,2,7,1,0.40826,0.608317,0.389491,0.60678,FALSE
03/02/2014,21008,89,0,0,0,?,0,0,0,0,0,0,1,F,31,IT,true,false,?,?,5,12960,7,4,2,7,1,0.40826,0.486654,0.389491,0.485424,FALSE
10/02/2014,21008,89,2,35,15,1490,4154,186,2724,0.590227,0.540033,0.607798,2,F,31,IT,true,false,2,2,6,12960,9,3,2,9,1,0.295114,0.503916,0.270017,0.494526,FALSE
17/02/2014,21008,89,0,0,0,?,0,0,0,0,0,0,2,F,31,IT,true,false,?,?,7,12960,9,2,2,9,1,0.295114,0.431928,0.270017,0.423879,FALSE
24/02/2014,21008,89,1,20,8,670,2522,180,5390,0.826736,0.896539,0.847114,2,F,31,IT,true,false,2,?,8,12960,10,1,1,10,0.5,0.413368,0.481279,0.448269,0.482962,TRUE
16/06/2014,21008,89,1,20,8,670,200,77.5,495,0.20696,0.125631,0.087282,6,F,31,IT,true,false,?,?,1,12961,1,1,1,1,1,0.20696,0.20696,0.125631,0.125631,TRUE
15/09/2014,21025,2877,1,15,7,796,2935,104,2457,0.99003,0.990961,0.983374,9,M,24,IT,true,true,?,?,1,623290,1,1,1,1,1,0.99003,0.99003,0.990961,0.990961,TRUE
20/10/2014,21025,2877,1,15,7,796,2951,104,2992,0.983366,0.985129,0.967823,10,M,24,IT,true,true,?,?,1,623291,1,1,1,1,1,0.983366,0.983366,0.985129,0.985129,TRUE
28/09/2015,21085,1547,1,22,9,602,2154,152.5,2797,0.733143,0.727429,0.790303,9,M,57,IT,true,true,?,1,1,344541,1,4,1,1,1,0.733143,0.733143,0.727429,0.727429,FALSE
01/12/2014,21202,3785,3,55,23,1618,1200,45.75,313,0.184008,0.178362,0.177241,12,M,40,IT,true,false,?,2,1,841343,3,4,3,3,3,0.184008,0.184008,0.178362,0.178362,FALSE
08/12/2014,21202,3785,0,0,0,?,0,0,0,0,0,0,12,M,40,IT,true,false,?,?,2,841343,3,3,3,3,1.5,0.092004,0.092004,0.089181,0.089181,FALSE
15/12/2014,21202,3785,2,32,14,1098,4650,53.25,4963,0.994815,0.994766,0.997426,12,M,40,IT,true,false,2,1,3,841343,5,2,2,5,1,0.497407,0.392941,0.497383,0.391043,FALSE
22/12/2014,21202,3785,1,9,5,578,0,0,0,0,0,0,12,M,40,IT,true,false,1,?,4,841343,6,1,3,6,1.5,0.497407,0.294706,0.497383,0.293282,TRUE
26/01/2015,21202,3785,1,23,9,520,467,15,2993,0.214078,0.223156,0.167089,1,M,40,IT,true,false,?,?,1,841344,1,1,1,1,1,0.214078,0.214078,0.223156,0.223156,TRUE
24/08/2015,21270,3472,1,33,16,846,2883,407.5,3976,0.979426,0.986579,0.971458,8,M,59,IT,true,true,?,1,1,757202,1,4,1,1,1,0.979426,0.979426,0.986579,0.986579,FALSE
31/08/2015,21270,3472,2,66,32,1677,5438,712.5,3986,0.976726,0.9764,0.972658,8,M,59,IT,true,true,1,1,2,757202,3,4,3,3,1.5,0.978076,0.978076,0.981489,0.981489,FALSE
07/09/2015,21270,3472,2,66,32,1662,5301,527.5,4525,0.95219,0.930048,0.964337,9,M,59,IT,true,true,1,1,3,757202,5,4,4,5,2,0.964458,0.969447,0.953224,0.964342,FALSE
14/09/2015,21270,3472,2,66,32,1662,5331,565,4303,0.963277,0.956435,0.979428,9,M,59,IT,true,true,1,1,4,757202,7,4,4,7,2,0.957734,0.967905,0.943242,0.962366,FALSE
21/09/2015,21270,3472,2,66,32,1662,5256,512.5,4046,0.906651,0.922693,0.908509,9,M,59,IT,true,true,1,1,5,757202,9,4,4,9,2,0.934964,0.955654,0.939564,0.954431,FALSE
28/09/2015,21270,3472,3,100,48,2508,5882,505,3078,0.647946,0.625828,0.688497,9,M,59,IT,true,true,1,2,6,757202,12,4,5,12,2.5,0.777299,0.904369,0.774261,0.899664,FALSE
22/09/2014,21331,3277,2,60,24,2111,4987,195,2774,0.621803,0.57956,0.684094,9,F,34,IT,true,true,?,?,1,716415,2,1,2,2,2,0.621803,0.621803,0.57956,0.57956,TRUE
03/11/2014,21331,3277,1,30,12,1043,2316,0,3294,0.471956,0.395131,0.601339,11,F,34,IT,true,true,?,1,1,716416,1,4,1,1,1,0.471956,0.471956,0.395131,0.395131,FALSE
10/11/2014,21331,3277,1,25,11,1025,2864,135,3128,0.658237,0.528851,0.751958,11,F,34,IT,true,true,1,3,2,716416,2,4,2,2,1,0.565096,0.565096,0.461991,0.461991,FALSE
17/11/2014,21331,3277,0,0,0,?,0,0,0,0,0,0,11,F,34,IT,true,true,?,?,3,716416,2,4,1,2,0.5,0.329118,0.376731,0.264426,0.307994,FALSE
24/11/2014,21331,3277,0,0,0,?,0,0,0,0,0,0,11,F,34,IT,true,true,?,?,4,716416,2,4,0,2,0,0,0.282548,0,0.230996,FALSE
01/12/2014,21331,3277,1,27,11,981,1200,0,1200,0.142803,0.112203,0.276406,12,F,34,IT,true,true,3,1,5,716416,3,4,1,3,0.5,0.071402,0.254599,0.056101,0.207237,FALSE
08/12/2014,21331,3277,3,71,31,2879,3075,245,1768,0.242307,0.187815,0.315051,12,F,34,IT,true,true,1,1,6,716416,6,4,4,6,2,0.192555,0.252551,0.150009,0.204,FALSE
15/12/2014,21331,3277,1,27,11,981,1769,135,2019,0.395284,0.292112,0.54611,12,F,34,IT,true,true,1,2,7,716416,7,3,4,7,2,0.318796,0.272941,0.239963,0.216587,FALSE
22/12/2014,21331,3277,0,0,0,?,0,0,0,0,0,0,12,F,34,IT,true,true,?,?,8,716416,7,2,1,7,0.5,0.197642,0.238823,0.146056,0.189514,FALSE
29/12/2014,21331,3277,1,27,11,981,2530,135,2817,0.68579,0.538992,0.756893,12,F,34,IT,true,true,2,?,9,716416,8,1,1,7,0.5,0.342895,0.265553,0.269496,0.207497,TRUE
15/06/2015,21456,1034,2,47,15,1082,540,150,2114,0.213321,0.199218,0.093794,6,M,21,IT,true,false,?,1,1,214406,2,4,2,2,2,0.213321,0.213321,0.199218,0.199218,FALSE
22/06/2015,21456,1034,2,49,16,1118,1296,234,321,0.252944,0.249651,0.447874,6,M,21,IT,true,false,1,3,2,214406,4,4,4,4,2,0.233133,0.233133,0.224435,0.224435,FALSE
29/06/2015,21456,1034,0,0,0,?,0,0,0,0,0,0,6,M,21,IT,true,false,?,?,3,214406,4,4,2,4,1,0.126472,0.155422,0.124826,0.149623,FALSE
06/07/2015,21456,1034,0,0,0,?,0,0,0,0,0,0,6,M,21,IT,true,false,?,?,4,214406,4,4,0,4,0,0,0.116566,0,0.112217,FALSE
13/07/2015,21456,1034,1,27,9,571,360,0,8,0.110603,0.248857,0.182973,7,M,21,IT,true,false,3,3,5,214406,5,4,1,5,0.5,0.055302,0.115374,0.124429,0.139545,FALSE
20/07/2015,21456,1034,0,0,0,?,0,0,0,0,0,0,7,M,21,IT,true,false,?,?,6,214406,5,4,1,5,0.5,0.055302,0.096145,0.124429,0.116288,FALSE
27/07/2015,21456,1034,0,0,0,?,0,0,0,0,0,0,7,M,21,IT,true,false,?,?,7,214406,5,4,0,5,0,0,0.08241,0,0.099675,FALSE
03/08/2015,21456,1034,1,27,9,571,0,0,0,0,0,0,8,M,21,IT,true,false,3,4,8,214406,6,4,1,6,0.5,0,0.072109,0,0.087216,FALSE
10/08/2015,21456,1034,0,0,0,?,0,0,0,0,0,0,8,M,21,IT,true,false,?,?,9,214406,6,4,1,4,0.5,0,0.045443,0,0.062314,FALSE
17/08/2015,21456,1034,0,0,0,?,0,0,0,0,0,0,8,M,21,IT,true,false,?,?,10,214406,6,3,0,2,0,0,0.013825,0,0.031107,FALSE
24/08/2015,21456,1034,0,0,0,?,0,0,0,0,0,0,8,M,21,IT,true,false,?,?,11,214406,6,2,0,2,0,0,0.013825,0,0.031107,FALSE
31/08/2015,21456,1034,1,27,9,571,0,0,0,0,0,0,8,M,21,IT,true,false,4,?,12,214406,7,1,1,3,0.5,0,0.013825,0,0.031107,TRUE
08/09/2014,21533,3200,2,58,22,1350,4326,1521.5,4714,0.924343,0.905035,0.855154,9,M,17,IT,true,true,?,1,1,692735,2,4,2,2,2,0.924343,0.924343,0.905035,0.905035,FALSE
15/09/2014,21533,3200,2,58,22,1350,4272,1639,4874,0.90868,0.86846,0.830717,9,M,17,IT,true,true,1,1,2,692735,4,4,4,4,2,0.916512,0.916512,0.886747,0.886747,FALSE
22/09/2014,21533,3200,2,58,22,1350,4264,1739,4582,0.898043,0.851621,0.834312,9,M,17,IT,true,true,1,1,3,692735,6,4,4,6,2,0.903362,0.910355,0.860041,0.875039,FALSE
29/09/2014,21533,3200,2,58,22,1350,4222,1759,4147,0.901428,0.854049,0.846378,9,M,17,IT,true,true,1,1,4,692735,8,4,4,8,2,0.899735,0.908123,0.852835,0.869791,FALSE
06/10/2014,21533,3200,2,58,22,1350,4373,1664,4230,0.914075,0.893581,0.869446,10,M,17,IT,true,true,1,1,5,692735,10,4,4,10,2,0.907751,0.909314,0.873815,0.874549,FALSE
13/10/2014,21533,3200,2,58,22,1350,4217,1761.5,4931,0.891993,0.844782,0.817217,10,M,17,IT,true,true,1,1,6,692735,12,4,4,12,2,0.903034,0.906427,0.869182,0.869588,FALSE
20/10/2014,21533,3200,2,58,22,1350,4299,1774,3969,0.887158,0.836651,0.815268,10,M,17,IT,true,true,1,1,7,692735,14,4,4,14,2,0.889576,0.903674,0.840717,0.864883,FALSE
27/10/2014,21533,3200,1,29,11,675,2104,894.5,4731,0.894714,0.85493,0.847541,10,M,17,IT,true,true,1,1,8,692735,15,4,3,15,1.5,0.890936,0.902554,0.845791,0.863639,FALSE
03/11/2014,21533,3200,2,58,22,1350,4175,1839,4336,0.883035,0.834817,0.822006,11,M,17,IT,true,true,1,1,9,692735,17,4,3,15,1.5,0.888874,0.897391,0.844874,0.854862,FALSE
10/11/2014,21533,3200,2,59,23,1350,4786,1859,4705,0.832345,0.795832,0.727,11,M,17,IT,true,true,1,1,10,692735,19,4,4,15,2,0.85769,0.887849,0.815325,0.845783,FALSE
17/11/2014,21533,3200,2,58,22,1350,4367,1694,4301,0.889796,0.866826,0.820358,11,M,17,IT,true,true,1,1,11,692735,21,4,4,15,2,0.86107,0.886818,0.831329,0.847684,FALSE
24/11/2014,21533,3200,2,58,22,1350,4241,1806.5,3719,0.877227,0.824375,0.801481,11,M,17,IT,true,true,1,1,12,692735,23,4,4,15,2,0.883512,0.883793,0.8456,0.843974,FALSE
01/12/2014,21533,3200,2,58,22,1350,4469,1769,4365,0.854265,0.810081,0.847321,12,M,17,IT,true,true,1,1,13,692735,25,3,4,15,2,0.865746,0.876317,0.817228,0.833537,FALSE
08/12/2014,21533,3200,1,29,11,675,2106,957,4216,0.863355,0.810745,0.781255,12,M,17,IT,true,true,1,1,14,692735,26,2,3,14,1.5,0.85881,0.872737,0.810413,0.829282,FALSE
15/12/2014,21533,3200,1,29,11,675,2093,969.5,4472,0.855324,0.828372,0.826304,12,M,17,IT,true,true,1,?,15,692735,27,1,2,13,1,0.85934,0.868758,0.819558,0.828247,TRUE
